customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,SeniorCitizenLabel,AvgMonthlySpend,ProjectedCLV,TenureGroup,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnProbability,RevenueAtRisk
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,0,No,19.45,466.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.3873601,90.4098464012146
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,0,No,94.88421052631578,2280.0,25-48 mo,3,4,3,10,Champions,0.12619793,143.8656449317932
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,0,Yes,45.86742424242424,1093.1999999999998,49+ mo,4,2,3,9,Loyal High-Value,0.071190804,38.91289359927177
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,1,No,111.93897058823528,2640.0,49+ mo,4,4,4,12,Champions,0.2839309,374.7887849807739
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,0,No,20.04,583.2,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.39333513,114.69652501344682
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,0,No,101.43125,2499.6000000000004,49+ mo,4,4,4,12,Champions,0.04398769,54.975816714763646
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,0,No,28.9890625,723.5999999999999,25-48 mo,3,1,2,6,At Risk,0.042044993,15.211878644675018
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,0,No,91.19302325581396,2264.4,25-48 mo,3,4,4,11,Champions,0.16760506,189.7624459415674
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,0,No,18.93402777777778,465.6,49+ mo,4,1,2,7,At Risk,0.006506871,1.5147995609790086
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,1,No,95.25272727272728,2322.0,49+ mo,3,4,4,11,Champions,0.33168066,385.08124101161957
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,0,No,58.50480769230769,1390.8000000000002,49+ mo,3,2,3,8,Loyal High-Value,0.04363564,30.344224260002377
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,0,No,91.95581395348836,2199.6000000000004,25-48 mo,3,4,4,11,Champions,0.2962489,325.814554309845
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,1,Yes,77.51756756756757,1836.0,25-48 mo,3,3,3,9,Loyal High-Value,0.5738209,526.7675760984421
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,0,No,53.4921875,1310.4,49+ mo,4,2,3,9,Loyal High-Value,0.035280224,23.115602722764017
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,0,No,82.8,2156.4,0-6 mo,1,3,1,5,Price-Sensitive / New,0.31271872,337.17332308888433
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,0,No,31.2875,745.2,25-48 mo,3,1,2,6,At Risk,0.04252375,15.844348941743375
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1,No,106.465,2406.0,7-12 mo,2,4,2,8,Loyal High-Value,0.8374197,1007.4158855080605
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,0,No,20.36951219512195,495.6,25-48 mo,3,1,2,6,At Risk,0.006779168,1.6798777811229226
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,0,No,79.68888888888888,2044.8,25-48 mo,2,3,3,8,Loyal High-Value,0.23385638,239.09476289749148
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,0,No,98.49017857142856,2395.2,49+ mo,4,4,4,12,Champions,0.18951933,226.96835063695906
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,0,No,18.791666666666668,496.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.061219018,15.206804059445858
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,1,No,76.51666666666667,1785.6,0-6 mo,1,3,1,5,Price-Sensitive / New,0.74487656,665.0257959365846
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,0,No,50.05,1216.8000000000002,7-12 mo,1,2,1,4,Price-Sensitive / New,0.154862,94.21804173588754
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0,No,15.725,500.4,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.083990835,21.01450683027506
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,0,No,91.7469696969697,2134.8,25-48 mo,3,3,3,9,Loyal High-Value,0.058167335,62.08781300112605
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,Yes,79.0925925925926,1873.2,25-48 mo,2,3,3,8,Loyal High-Value,0.5294171,495.8520535826683
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,0,No,23.94375,565.2,49+ mo,4,1,3,8,Loyal High-Value,0.0038659687,1.0925227458123117
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0,No,19.75,474.0,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.34849977,82.59444665908813
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,0,Yes,56.131690140845066,1354.8000000000002,49+ mo,4,2,4,10,Champions,0.10277839,69.62208141982556
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,0,No,93.51153846153846,2062.8,13-24 mo,2,3,2,7,At Risk,0.6682693,689.2529319047928
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,No,60.106,1406.4,25-48 mo,2,2,3,7,At Risk,0.2254705,158.5508543372154
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,0,No,48.65820895522388,1213.1999999999998,49+ mo,4,2,3,9,Loyal High-Value,0.020727655,12.573395473882556
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,No,35.45,850.8000000000001,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.78618383,334.4426030158997
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,No,40.625,1064.4,0-6 mo,1,2,1,4,Price-Sensitive / New,0.5615026,298.8316708803177
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,0,No,27.632558139534886,616.8,25-48 mo,3,1,2,6,At Risk,0.023566717,7.267975609749556
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,0,No,77.32608695652173,1800.0,13-24 mo,2,3,3,8,Loyal High-Value,0.24054205,216.4878487586975
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,0,No,19.96484375,484.8,49+ mo,4,1,2,7,At Risk,0.008502523,2.061011675745249
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,0,No,20.5359649122807,470.4,49+ mo,4,1,2,7,At Risk,0.0180147,4.237057256698609
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,Yes,70.45,1690.8000000000002,0-6 mo,1,3,1,5,Price-Sensitive / New,0.7834678,662.3437028288841
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0,Yes,89.24513888888889,2113.2,49+ mo,4,3,4,11,Champions,0.005813951,6.143020772840828
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,No,70.45625,1707.6,7-12 mo,1,3,2,6,At Risk,0.21798104,186.11221235990527
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0,No,97.88934426229508,2425.2,49+ mo,4,4,4,12,Champions,0.053612743,65.0108116440475
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,0,No,82.64140625,2023.2,49+ mo,4,3,4,11,Champions,0.043790065,44.298029503226275
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,0,Yes,24.735211267605635,574.8,49+ mo,4,1,3,8,Loyal High-Value,0.009174095,2.63663476947695
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,0,No,98.71846153846154,2377.2,49+ mo,4,4,4,12,Champions,0.024201235,28.765587686374786
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0,No,20.45,470.4,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.023557935,5.540826290845872
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,No,45.65,1095.6,0-6 mo,1,2,1,4,Price-Sensitive / New,0.74574727,408.5203535199165
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,0,No,64.33166666666666,1548.0,25-48 mo,3,2,3,8,Loyal High-Value,0.049725965,38.48789665102959
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,0,No,71.42666666666668,1668.0,13-24 mo,2,2,2,6,At Risk,0.1945186,162.22850900888443
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0,No,70.54375,1645.1999999999998,7-12 mo,1,2,2,5,Price-Sensitive / New,0.29481268,242.51290998458865
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,No,93.64285714285714,2280.0,7-12 mo,1,4,2,7,At Risk,0.7744961,882.9255294799805
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,0,No,113.29357142857144,2595.6000000000004,49+ mo,4,4,4,12,Champions,0.094469525,122.60254944115877
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,0,No,84.11693548387096,2066.4,49+ mo,4,3,4,11,Champions,0.019701462,20.35555078536272
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0,No,18.916666666666668,472.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.09561861,22.60424012839794
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,0,No,82.34285714285714,1941.6,13-24 mo,2,3,2,7,At Risk,0.52548474,510.1405863046647
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,0,No,82.81590909090909,2019.6,13-24 mo,2,3,3,8,Loyal High-Value,0.41725808,421.3472130417824
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,0,No,19.08636363636364,483.6,13-24 mo,2,1,2,5,Price-Sensitive / New,0.033962756,8.212194496393202
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,0,No,64.0,1542.0,13-24 mo,2,2,2,6,At Risk,0.030450115,23.477038649842143
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,0,No,25.16,616.8,7-12 mo,2,1,1,4,Price-Sensitive / New,0.019927872,6.145755831152201
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,0,No,58.81153846153846,1344.0,13-24 mo,2,2,2,6,At Risk,0.23434678,157.48103427886963
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,No,79.61749999999999,1977.6,13-24 mo,2,3,3,8,Loyal High-Value,0.32575423,322.1057779312134
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0,No,67.6,1672.8000000000002,0-6 mo,1,2,1,4,Price-Sensitive / New,0.60748637,508.1015975475311
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0,No,74.68396226415095,1773.6,49+ mo,3,3,4,10,Champions,0.021979798,19.49168453961611
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,0,No,21.263636363636365,494.4,7-12 mo,2,1,1,4,Price-Sensitive / New,0.02059596,5.0913213908672335
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,0,No,19.76014492753623,477.6,49+ mo,4,1,2,7,At Risk,0.0072968,1.7424758752807974
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,No,68.25,1701.6,0-6 mo,1,3,1,5,Price-Sensitive / New,0.573238,487.7109033107758
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0,No,86.86736111111111,2137.2,49+ mo,4,3,4,11,Champions,0.0044455025,4.750464008376002
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,Yes,45.710344827586205,1087.1999999999998,49+ mo,4,2,3,9,Loyal High-Value,0.45925096,249.6488201022148
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,0,No,20.0875,489.6,13-24 mo,2,1,1,4,Price-Sensitive / New,0.101723894,24.90200936794281
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,0,No,82.30813953488372,2022.0,25-48 mo,3,3,3,9,Loyal High-Value,0.047324255,47.84482191503048
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,No,121.4,2505.6000000000004,0-6 mo,1,4,1,6,At Risk,0.77161443,966.6785608291627
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,0,No,84.41071428571429,1966.8,13-24 mo,2,3,2,7,At Risk,0.041387424,40.70039263665676
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,No,94.3433962264151,2276.4,49+ mo,3,4,4,11,Champions,0.20265675,230.6639081954956
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,0,No,20.4546875,493.2000000000001,25-48 mo,3,1,2,6,At Risk,0.019206017,4.736203855276107
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,0,No,22.947058823529414,592.8,25-48 mo,3,1,2,6,At Risk,0.0888719,26.34163226187229
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,Yes,76.38000000000001,1786.8000000000002,13-24 mo,2,3,2,7,At Risk,0.59491557,531.4975691914558
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,Yes,71.94285714285715,1834.8,7-12 mo,1,3,2,6,At Risk,0.38728982,355.29968279600143
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0,No,103.95,2528.4,13-24 mo,2,4,3,9,Loyal High-Value,0.54551756,689.6433041810989
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,0,No,20.524590163934427,493.2000000000001,49+ mo,4,1,2,7,At Risk,0.013289967,3.2773057686164977
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,No,29.95,718.8,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.5289299,190.09740217924116
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0,No,45.3,1087.1999999999998,0-6 mo,1,2,1,4,Price-Sensitive / New,0.5108015,277.6716922044754
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,No,82.83125,2028.0,7-12 mo,1,3,2,6,At Risk,0.6385735,647.5135567188263
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,0,No,74.34242424242424,1794.0,25-48 mo,3,3,3,9,Loyal High-Value,0.1191686,106.89423593133688
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,No,85.51153846153846,1902.0,13-24 mo,2,3,2,7,At Risk,0.6349919,603.8772819042206
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,No,24.8,595.2,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.69988,208.28428916931153
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,0,No,51.1925,1243.1999999999998,13-24 mo,2,2,2,6,At Risk,0.17735547,110.24415907859802
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0,No,27.383333333333336,729.5999999999999,0-6 mo,1,1,1,3,Low-Value / Disengaged,0.24960895,91.05734453201293
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,0,No,18.83076923076923,471.6,13-24 mo,2,1,1,4,Price-Sensitive / New,0.04882175,11.512168892472982
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,0,No,59.4775,1358.4,25-48 mo,3,2,3,8,Loyal High-Value,0.18825471,127.86260175704956
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,0,No,73.79883720930232,1725.6,25-48 mo,3,3,3,9,Loyal High-Value,0.11040234,95.25513740479947
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,1,No,88.5,2184.0,0-6 mo,1,4,2,7,At Risk,0.6897549,753.2123544216156
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,0,No,19.933333333333334,474.0,49+ mo,4,1,2,7,At Risk,0.011325456,2.684133119881153
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,0,No,112.90694444444443,2632.8,49+ mo,4,4,4,12,Champions,0.01355403,17.842525221034883
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,0,No,20.215254237288136,463.2000000000001,49+ mo,4,1,2,7,At Risk,0.010783174,2.497383115813136
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,0,No,95.0825,2317.2,13-24 mo,2,4,3,9,Loyal High-Value,0.51052874,591.4986019492148
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,0,No,24.475,578.4000000000001,13-24 mo,2,1,2,5,Price-Sensitive / New,0.013927843,4.027932317554951
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,0,No,110.5042372881356,2672.4,49+ mo,4,4,4,12,Champions,0.28844565,385.4210795760155
